Style,Variant Code,total_quantity,reorder_threshold,reorder_quantity,reorder_value,tier
GISELE,550.M,13.0,200,187.0,14399.0,making_progress
SILA,909.28,13.0,200,187.0,14399.0,making_progress
ALVARO,908.46,13.0,200,187.0,14399.0,making_progress
CELINA PHONE WALLET/CROSSBODY,116.NS,20.0,200,180.0,14398.199999999999,making_progress
EDWYNA,669.NS,20.0,200,180.0,14398.199999999999,making_progress
CELINA MEDIUM BI-FOLD WALLET,929.NS,18.0,200,182.0,14378.0,making_progress
MYLANA,990XL,14.0,200,186.0,14322.0,making_progress
ALVARO,908.32,14.0,200,186.0,14322.0,making_progress
SILA,953.26,14.0,200,186.0,14322.0,making_progress
NOLAN,990.S,14.0,200,186.0,14322.0,making_progress
ALVARO,908.28,14.0,200,186.0,14322.0,making_progress
NOLAN,990.M,14.0,200,186.0,14322.0,making_progress
ALVARO,908.42,14.0,200,186.0,14322.0,making_progress
GREER,990.38.,19.0,200,181.0,14299.0,making_progress
EVELYN,990.M,15.0,200,185.0,14245.0,making_progress
GENEVIVE,990.XL,15.0,200,185.0,14245.0,making_progress
MENA CROSSBODY WALLET,990.NS,22.0,200,178.0,14238.22,making_progress
CELINA PHONE WALLET/CROSSBODY,626NS,23.0,200,177.0,14158.23,making_progress
SILA,909.30,17.0,200,183.0,14091.0,making_progress
SILA,853.40,18.0,200,182.0,14014.0,making_progress
ALVARO,908.36,18.0,200,182.0,14014.0,making_progress
MYLANA,990M,18.0,200,182.0,14014.0,making_progress
CELINA MEDIUM BI-FOLD WALLET,402.NS,23.0,200,177.0,13983.0,making_progress
CELINA MEDIUM BI-FOLD WALLET,360.NS,23.0,200,177.0,13983.0,making_progress
ALVARO,908.34,19.0,200,181.0,13937.0,making_progress
CELINA PHONE WALLET/CROSSBODY,580.NS,26.0,200,174.0,13918.259999999998,making_progress
KEYSI MEDIUM BI-FOLD WALLET,123.NS,65.0,300,235.0,13865.0,doing_good
SILA,853.28,20.0,200,180.0,13860.0,making_progress
SILA,853.30,20.0,200,180.0,13860.0,making_progress
ALVARO,908.40,20.0,200,180.0,13860.0,making_progress
CAIN BOOTS,990.45.,1.0,100,99.0,13859.01,okay
CLARK,730.NS,66.0,300,234.0,13806.0,doing_good
SILA,853.26,21.0,200,179.0,13783.0,making_progress
SILA,853.36,21.0,200,179.0,13783.0,making_progress
CELINA MEDIUM BI-FOLD WALLET,116.NS,26.0,200,174.0,13746.0,making_progress
CAIN BOOTS,990.44.,2.0,100,98.0,13719.02,okay
SILA,853.32,22.0,200,178.0,13706.0,making_progress
SILA,853.38,23.0,200,177.0,13629.0,making_progress
SILA,853.34,23.0,200,177.0,13629.0,making_progress
MYLANA,990L,24.0,200,176.0,13552.0,making_progress
SPENCER CARDHOLDER,914.NS.,65.0,300,235.0,13395.0,doing_good
HARPER MEDIUM TOTE,990.NS.,-2.0,100,102.0,13158.0,okay
KEYSI MEDIUM BI-FOLD WALLET,848.NS,79.0,300,221.0,13039.0,doing_good
CIANA LARGE WALLET / CROSSBODY,402.NS,11.0,200,189.0,13018.32,making_progress
FARLOW SATCHEL,214.NS,0.0,100,100.0,12999.0,okay
JINELLI LARGE TOTE,703.NS,0.0,100,100.0,12999.0,okay
JUNA SHOULDER BAG,990.NS,0.0,100,100.0,12999.0,okay
BRAX,870.45.,0.0,100,100.0,12999.0,okay
AXTON CARDHOLDER,990.NS.,72.0,300,228.0,12996.0,doing_good
FELICITY,998.NS,13.0,200,187.0,12903.0,making_progress
STACEY CROSSBODY,920.NS,0.0,100,100.0,12900.0,okay
BRAX,990.44.,1.0,100,99.0,12869.01,okay
JUDEE TOTE,990.NS,1.0,100,99.0,12869.01,okay
KAEDE TOTE,990.NS,1.0,100,99.0,12869.01,okay
BRAX,990.43.,1.0,100,99.0,12869.01,okay
JINELLI SMALL TOTE,112.NS,1.0,100,99.0,12869.01,okay
ANNYK SHOULDER BAG,100.NS,1.0,100,99.0,12869.01,okay
DAVYNA,929.NS,1.0,100,99.0,12869.01,okay
BRAX,990.45.,1.0,100,99.0,12869.01,okay
JINELLI SMALL TOTE,703.NS,1.0,100,99.0,12869.01,okay
CIANA LARGE WALLET / CROSSBODY,653NS,14.0,200,186.0,12811.679999999998,making_progress
HARPER MEDIUM TOTE,870.NS.,1.0,100,99.0,12771.0,okay
DAVYNA,120.NS,2.0,100,98.0,12739.02,okay
BENTI,911.XS,2.0,100,98.0,12739.02,okay
JUNA SHOULDER BAG,112.NS,2.0,100,98.0,12739.02,okay
ANNYK LARGE TOTE,100.NS,2.0,100,98.0,12739.02,okay
SPENCER CARDHOLDER,938.NS.,77.0,300,223.0,12711.0,doing_good
EDISON,990.S,0.0,100,100.0,12700.0,okay
EDISON,730.L,0.0,100,100.0,12700.0,okay
EDISON,990.M,0.0,100,100.0,12700.0,okay
EDISON,730.S,0.0,100,100.0,12700.0,okay
EDISON,730.M,0.0,100,100.0,12700.0,okay
MATTHEW,853.30,11.0,200,189.0,12663.0,making_progress
MATTHEW,870.34,11.0,200,189.0,12663.0,making_progress
BRAX,990.40.,3.0,100,97.0,12609.03,okay
BENTI,911.3XS,3.0,100,97.0,12609.03,okay
BENTI,911.2XS,3.0,100,97.0,12609.03,okay
MATTHEW,853.28,12.0,200,188.0,12596.0,making_progress
MATTHEW,990.46,12.0,200,188.0,12596.0,making_progress
CELINA CARDHOLDER,669NS,43.0,300,257.0,12593.0,doing_good
CELINA CARDHOLDER,853NS,44.0,300,256.0,12544.0,doing_good
CALEB CARDHOLDER,990.NS.,80.0,300,220.0,12540.0,doing_good
MATTHEW,853.32,13.0,200,187.0,12529.0,making_progress
MATTHEW,870.38,13.0,200,187.0,12529.0,making_progress
MATTHEW,853.46,13.0,200,187.0,12529.0,making_progress
MATTHEW,870.28,13.0,200,187.0,12529.0,making_progress
ROSCOE,116.3XL.,4.0,100,96.0,12479.04,okay
MATTHEW,870.46,14.0,200,186.0,12462.0,making_progress
MATTHEW,870.48,14.0,200,186.0,12462.0,making_progress
MATTHEW,990.36,14.0,200,186.0,12462.0,making_progress
JODELLE CARDHOLDER,805.NS,47.0,300,253.0,12397.0,doing_good
MATTHEW,853.44,15.0,200,185.0,12395.0,making_progress
MATTHEW,990.28,15.0,200,185.0,12395.0,making_progress
ROSCOE,330.3XL.,5.0,100,95.0,12349.050000000001,okay
MATTHEW,853.34,16.0,200,184.0,12328.0,making_progress
MATTHEW,870.44,16.0,200,184.0,12328.0,making_progress
KLARICE,990.XS,3.0,100,97.0,12319.0,okay
ABERDEEN WALLET,210.NS,22.0,200,178.0,12282.0,making_progress
MATTHEW,870.32,17.0,200,183.0,12261.0,making_progress
CIANA LARGE WALLET / CROSSBODY,549.NS,22.0,200,178.0,12260.64,making_progress
CIANA LARGE WALLET / CROSSBODY,360.NS,22.0,200,178.0,12260.64,making_progress
DAPHNE CARDHOLDER,360.NS,20.0,200,180.0,12240.0,making_progress
HERA BI-FOLD CARDHOLDER,929.NS,23.0,200,177.0,12213.0,making_progress
MATTHEW,990.38,18.0,200,182.0,12194.0,making_progress
MATTHEW,853.38,18.0,200,182.0,12194.0,making_progress
MATTHEW,853.48,18.0,200,182.0,12194.0,making_progress
MATTHEW,853.36,18.0,200,182.0,12194.0,making_progress
CIANA LARGE WALLET / CROSSBODY,622.NS,23.0,200,177.0,12191.759999999998,making_progress
CALEB CARDHOLDER,870.NS.,87.0,300,213.0,12141.0,doing_good
CIANA LARGE WALLET / CROSSBODY,920.NS,24.0,200,176.0,12122.88,making_progress
JOVIE CARDHOLDER,102.NS.,88.0,300,212.0,12084.0,doing_good
MATTHEW,990.40,20.0,200,180.0,12060.0,making_progress
JOVIE CARDHOLDER,990.NS.,89.0,300,211.0,12027.0,doing_good
HERA BI-FOLD CARDHOLDER,853.NS,26.0,200,174.0,12006.0,making_progress
MATTHEW,870.30,21.0,200,179.0,11993.0,making_progress
MATTHEW,853.42,21.0,200,179.0,11993.0,making_progress
CIANA LARGE WALLET / CROSSBODY,260.NS,26.0,200,174.0,11985.119999999999,making_progress
WAYLEN BI-FOLD,870.NS,56.0,300,244.0,11956.0,doing_good
MATTHEW,990.48,22.0,200,178.0,11926.0,making_progress
KEYSI MEDIUM BI-FOLD WALLET,849.NS,98.0,300,202.0,11918.0,doing_good
ADVENTURE SEEKER 29,660.NS,1.0,100,99.0,11879.01,okay
FARLOW CROSSBODY,420.NS,1.0,100,99.0,11879.01,okay
ADVENTURE SEEKER 29,990.NS,1.0,100,99.0,11879.01,okay
CIANA LARGE WALLET / CROSSBODY,700NS,28.0,200,172.0,11847.359999999999,making_progress
CIANA LARGE WALLET / CROSSBODY,853.NS,28.0,200,172.0,11847.359999999999,making_progress
MATTHEW,853.40,24.0,200,176.0,11792.0,making_progress
MATTHEW,870.42,24.0,200,176.0,11792.0,making_progress
CIANA LARGE WALLET / CROSSBODY,320.NS,29.0,200,171.0,11778.48,making_progress
REETA,414.XL,2.0,100,98.0,11759.019999999999,okay
REETA,414.3XS,2.0,100,98.0,11759.019999999999,okay
REETA,116.S,2.0,100,98.0,11759.019999999999,okay
REETA,116.L,2.0,100,98.0,11759.019999999999,okay
AVELINE,910.S,0.0,100,100.0,11700.0,okay
AVELINE,910.L,0.0,100,100.0,11700.0,okay
AVELINE,919.S,0.0,100,100.0,11700.0,okay
BAZ,990.M,0.0,100,100.0,11700.0,okay
DAMIEN,890.S,0.0,100,100.0,11700.0,okay
AVELINE,915.M,0.0,100,100.0,11700.0,okay
SADIA,990.M,0.0,100,100.0,11700.0,okay
BAZ,990.XS,0.0,100,100.0,11700.0,okay
BAZ,990.S,0.0,100,100.0,11700.0,okay
SADIA,990.S,0.0,100,100.0,11700.0,okay
BAZ,990.L,0.0,100,100.0,11700.0,okay
DAPHNE CARDHOLDER,853.NS,28.0,200,172.0,11696.0,making_progress
WHITLEY CROSSBODY,549.NS.,1.0,100,99.0,11682.0,okay
WHITLEY CROSSBODY,934.NS.,1.0,100,99.0,11682.0,okay
WHITLEY CROSSBODY,870.NS.,1.0,100,99.0,11682.0,okay
REETA,414.S,3.0,100,97.0,11639.029999999999,okay
REETA,116.2XS,3.0,100,97.0,11639.029999999999,okay
FARLOW CROSSBODY,633.NS,3.0,100,97.0,11639.029999999999,okay
ADVENTURE SEEKER 29,400.NS,3.0,100,97.0,11639.029999999999,okay
JODELLE CARDHOLDER,700.NS,63.0,300,237.0,11613.0,doing_good
MATTHEW,870.40,27.0,200,173.0,11591.0,making_progress
SELMA,990.XL,1.0,100,99.0,11583.0,okay
DAMIEN,990.XL,1.0,100,99.0,11583.0,okay
BAZ,990.XL,1.0,100,99.0,11583.0,okay
WHITLEY CROSSBODY,116.NS.,2.0,100,98.0,11564.0,okay
REETA,116.3XS,4.0,100,96.0,11519.039999999999,okay
REETA,414.L,4.0,100,96.0,11519.039999999999,okay
SELMA,990.XS,2.0,100,98.0,11466.0,okay
AVELINE,915.XS,2.0,100,98.0,11466.0,okay
DAMIEN,890.L,2.0,100,98.0,11466.0,okay
WHITLEY CROSSBODY,830.NS.,3.0,100,97.0,11446.0,okay
REETA,116.XL,5.0,100,95.0,11399.05,okay
DAMIEN,990.XS,3.0,100,97.0,11349.0,okay
DAMIEN,990.S,3.0,100,97.0,11349.0,okay
AINA,990S,3.0,100,97.0,11349.0,okay
AINA,990XS,3.0,100,97.0,11349.0,okay
AINA,990M,3.0,100,97.0,11349.0,okay
SANDRO,730.XS,3.0,100,97.0,11349.0,okay
ANDRA,990.XL,3.0,100,97.0,11349.0,okay
QUINCY,990.XS,3.0,100,97.0,11349.0,okay
AINA,990XL,3.0,100,97.0,11349.0,okay
ESMEHA,932.02.,12.0,200,188.0,11278.12,making_progress
JODELLE CARDHOLDER,821.NS,70.0,300,230.0,11270.0,doing_good
JODELLE CARDHOLDER,922.NS,70.0,300,230.0,11270.0,doing_good
SANDRO,990.XS,4.0,100,96.0,11232.0,okay
ANDRA,990.L,4.0,100,96.0,11232.0,okay
DAMIEN,890.XS,4.0,100,96.0,11232.0,okay
ADVENTURE SEEKER 25,660.NS,-2.0,100,102.0,11218.98,okay
SAHARA LARGE WALLET,930NS,13.0,200,187.0,11218.130000000001,making_progress
WHITLEY CROSSBODY,990.NS,5.0,100,95.0,11210.0,okay
ESMEHA,932.06.,14.0,200,186.0,11158.140000000001,making_progress
SELMA,990.S,5.0,100,95.0,11115.0,okay
DAMIEN,890.M,5.0,100,95.0,11115.0,okay
DAMIEN,990.M,5.0,100,95.0,11115.0,okay
ANDRA,990.M,5.0,100,95.0,11115.0,okay
MARLEKA,990.XL.,5.0,100,95.0,11115.0,okay
ANDRA,990.XS,5.0,100,95.0,11115.0,okay
KAEDE CROSSBODY,990.NS,-1.0,100,101.0,11108.99,okay
ESMEHA,932.08.,15.0,200,185.0,11098.15,making_progress
SURELLE,124.NS,15.0,200,185.0,11098.15,making_progress
CELINA CARDHOLDER,810NS,74.0,300,226.0,11074.0,doing_good
NASH CARDHOLDER,990.NS.,65.0,300,235.0,11045.0,doing_good
TEO,990.NS.,65.0,300,235.0,11045.0,doing_good
ESMEHA,100.12.,16.0,200,184.0,11038.16,making_progress
ESMEHA,100.08.,16.0,200,184.0,11038.16,making_progress
ESMEHA,932.10.,16.0,200,184.0,11038.16,making_progress
ESMEHA,100.10.,17.0,200,183.0,10978.17,making_progress
NASH WALLET,870.NS.,76.0,300,224.0,10976.0,doing_good
ESMEHA,100.02.,18.0,200,182.0,10918.18,making_progress
KEYSI MEDIUM BI-FOLD WALLET,805.NS,15.0,200,185.0,10915.0,making_progress
THEODORA,990.NS.,1.0,100,99.0,10889.01,okay
PORTER,990.NS,78.0,300,222.0,10878.0,doing_good
LELAND,990.NS,79.0,300,221.0,10829.0,doing_good
ESMEHA,100.06.,20.0,200,180.0,10798.2,making_progress
THEODORA,112.NS.,2.0,100,98.0,10779.019999999999,okay
KAEDE CROSSBODY,810.NS,2.0,100,98.0,10779.019999999999,okay
SAHARA LARGE WALLET,990.NS,21.0,200,179.0,10738.210000000001,making_progress
ESMEHA,100.04.,21.0,200,179.0,10738.210000000001,making_progress
NASH WALLET,990.NS.,81.0,300,219.0,10731.0,doing_good
DEVINA,670.42,12.0,200,188.0,10716.0,making_progress
KELVIN,853.48,12.0,200,188.0,10716.0,making_progress
KELVIN,350.46,12.0,200,188.0,10716.0,making_progress
BOYD,890.42,12.0,200,188.0,10716.0,making_progress
KELVIN,853.32,12.0,200,188.0,10716.0,making_progress
BOYD,890.40,12.0,200,188.0,10716.0,making_progress
DEVINA,670.26,12.0,200,188.0,10716.0,making_progress
KELVIN,350.44,12.0,200,188.0,10716.0,making_progress
NASH CARDHOLDER,870.NS.,72.0,300,228.0,10716.0,doing_good
DEVINA,620.42,13.0,200,187.0,10659.0,making_progress
KELVIN,470.44,13.0,200,187.0,10659.0,making_progress
KARSON,870.32.,13.0,200,187.0,10659.0,making_progress
KELVIN,890.44,13.0,200,187.0,10659.0,making_progress
BOYD,890.28,13.0,200,187.0,10659.0,making_progress
KELVIN,470.32,13.0,200,187.0,10659.0,making_progress
KAZ,890.NS,13.0,200,187.0,10659.0,making_progress
KELVIN,470.30,13.0,200,187.0,10659.0,making_progress
KELVIN,350.28,14.0,200,186.0,10602.0,making_progress
DEVINA,620.28,14.0,200,186.0,10602.0,making_progress
DEVINA,670.40,14.0,200,186.0,10602.0,making_progress
KARSON,990.30.,14.0,200,186.0,10602.0,making_progress
DEVINA,620.30,14.0,200,186.0,10602.0,making_progress
KELVIN,853.30,14.0,200,186.0,10602.0,making_progress
BOYD,890.48,15.0,200,185.0,10545.0,making_progress
BOYD,890.32,15.0,200,185.0,10545.0,making_progress
KELVIN,890.32,15.0,200,185.0,10545.0,making_progress
JODELLE CARDHOLDER,112.NS,85.0,300,215.0,10535.0,doing_good
PARKER,919.NS,85.0,300,215.0,10535.0,doing_good
KELVIN,350.48,16.0,200,184.0,10488.0,making_progress
KELVIN,470.46,16.0,200,184.0,10488.0,making_progress
JODELLE CARDHOLDER,550NS,87.0,300,213.0,10437.0,doing_good
KELVIN,990.44,17.0,200,183.0,10431.0,making_progress
KELVIN,350.34,17.0,200,183.0,10431.0,making_progress
KELVIN,930.38,17.0,200,183.0,10431.0,making_progress
BOYD,990.38,17.0,200,183.0,10431.0,making_progress
BOYD,990.48,17.0,200,183.0,10431.0,making_progress
DEVINA,620.32,17.0,200,183.0,10431.0,making_progress
KELVIN,890.28,17.0,200,183.0,10431.0,making_progress
BOYD,990.28,17.0,200,183.0,10431.0,making_progress
BOYD,990.30,18.0,200,182.0,10374.0,making_progress
KARSON,990.46.,18.0,200,182.0,10374.0,making_progress
KELVIN,990.36,18.0,200,182.0,10374.0,making_progress
KARSON,870.42.,18.0,200,182.0,10374.0,making_progress
KARSON,990.42.,18.0,200,182.0,10374.0,making_progress
KELVIN,350.36,18.0,200,182.0,10374.0,making_progress
KARSON,870.44.,18.0,200,182.0,10374.0,making_progress
KARSON,870.46.,18.0,200,182.0,10374.0,making_progress
KARSON,990.34.,18.0,200,182.0,10374.0,making_progress
KARSON,870.36.,18.0,200,182.0,10374.0,making_progress
KELVIN,890.48,18.0,200,182.0,10374.0,making_progress
KELVIN,990.38,18.0,200,182.0,10374.0,making_progress
DEVINA,620.38,18.0,200,182.0,10374.0,making_progress
BOYD,990.34,18.0,200,182.0,10374.0,making_progress
KELVIN,853.44,18.0,200,182.0,10374.0,making_progress
KELVIN,853.36,18.0,200,182.0,10374.0,making_progress
DEVINA,620.34,18.0,200,182.0,10374.0,making_progress
DEVINA,620.40,18.0,200,182.0,10374.0,making_progress
KELVIN,930.46,18.0,200,182.0,10374.0,making_progress
KELVIN,350.38,18.0,200,182.0,10374.0,making_progress
NOLE BI-FOLD CARDHOLDER,870.NS.,80.0,300,220.0,10340.0,doing_good
KELVIN,890.42,19.0,200,181.0,10317.0,making_progress
KELVIN,990.42,19.0,200,181.0,10317.0,making_progress
KELVIN,350.30,19.0,200,181.0,10317.0,making_progress
KELVIN,890.40,19.0,200,181.0,10317.0,making_progress
KELVIN,990.28,19.0,200,181.0,10317.0,making_progress
KARSON,990.36.,19.0,200,181.0,10317.0,making_progress
KELVIN,350.32,19.0,200,181.0,10317.0,making_progress
KARSON,870.34.,19.0,200,181.0,10317.0,making_progress
KARSON,990.40.,19.0,200,181.0,10317.0,making_progress
KELVIN,853.38,19.0,200,181.0,10317.0,making_progress
KELVIN,890.46,19.0,200,181.0,10317.0,making_progress
KELVIN,990.34,19.0,200,181.0,10317.0,making_progress
KELVIN,930.36,20.0,200,180.0,10260.0,making_progress
KELVIN,470.34,20.0,200,180.0,10260.0,making_progress
KELVIN,470.40,20.0,200,180.0,10260.0,making_progress
KELVIN,470.42,20.0,200,180.0,10260.0,making_progress
KELVIN,853.28,20.0,200,180.0,10260.0,making_progress
KARSON,870.40.,20.0,200,180.0,10260.0,making_progress
KARSON,990.44.,20.0,200,180.0,10260.0,making_progress
BOYD,990.40,20.0,200,180.0,10260.0,making_progress
BOYD,890.30,20.0,200,180.0,10260.0,making_progress
DEVINA,670.38,20.0,200,180.0,10260.0,making_progress
KARSON,990.32.,20.0,200,180.0,10260.0,making_progress
KARSON,990.38.,20.0,200,180.0,10260.0,making_progress
KARSON,870.38.,20.0,200,180.0,10260.0,making_progress
CYRIL,870.NS,27.0,200,173.0,10207.0,making_progress
WAYLEN TRI-FOLD,870.NS,27.0,200,173.0,10207.0,making_progress
KELVIN,990.30,21.0,200,179.0,10203.0,making_progress
KELVIN,930.34,21.0,200,179.0,10203.0,making_progress
KELVIN,470.48,21.0,200,179.0,10203.0,making_progress
BOYD,990.42,21.0,200,179.0,10203.0,making_progress
BOYD,990.36,21.0,200,179.0,10203.0,making_progress
KELVIN,853.40,21.0,200,179.0,10203.0,making_progress
DEVINA,620.36,22.0,200,178.0,10146.0,making_progress
KELVIN,853.42,22.0,200,178.0,10146.0,making_progress
KELVIN,470.28,22.0,200,178.0,10146.0,making_progress
KELVIN,890.30,22.0,200,178.0,10146.0,making_progress
KELVIN,930.48,22.0,200,178.0,10146.0,making_progress
KELVIN,853.46,22.0,200,178.0,10146.0,making_progress
BOYD,890.38,22.0,200,178.0,10146.0,making_progress
KELVIN,930.28,22.0,200,178.0,10146.0,making_progress
BOYD,890.34,22.0,200,178.0,10146.0,making_progress
SHELLY,940.S.,-1.0,100,101.0,10098.99,okay
BOYD,890.36,23.0,200,177.0,10089.0,making_progress
KELVIN,470.36,23.0,200,177.0,10089.0,making_progress
NOLE BI-FOLD CARDHOLDER,720.NS.,86.0,300,214.0,10058.0,doing_good
PORTER,870.NS,95.0,300,205.0,10045.0,doing_good
KELVIN,930.42,24.0,200,176.0,10032.0,making_progress
KAZ,990.NS,24.0,200,176.0,10032.0,making_progress
ALIE,990.XS,0.0,100,100.0,9999.0,okay
ALIE,340.S,0.0,100,100.0,9999.0,okay
ANNYK BUCKET BAG,990.NS,0.0,100,100.0,9999.0,okay
ALIE,990.2XL,0.0,100,100.0,9999.0,okay
ALIE,990.S,0.0,100,100.0,9999.0,okay
CHRISTY,802.M,0.0,100,100.0,9999.0,okay
BILLIE BACKPACK,669.NS,0.0,100,100.0,9999.0,okay
KATYA,653.3XS,0.0,100,100.0,9999.0,okay
CHRISTY,802.XL,0.0,100,100.0,9999.0,okay
ALLANDRA,940.NS,0.0,100,100.0,9999.0,okay
CHRISTY,802.2XL,0.0,100,100.0,9999.0,okay
RAMONA SATCHEL,821.NS,0.0,100,100.0,9999.0,okay
DRIELLE,620.XS,0.0,100,100.0,9999.0,okay
KIMBER,990.NS,0.0,100,100.0,9999.0,okay
KATYA,653.2XS,0.0,100,100.0,9999.0,okay
KELVIN,930.40,25.0,200,175.0,9975.0,making_progress
KELVIN,930.30,25.0,200,175.0,9975.0,making_progress
CELINA CARDHOLDER,990NS,97.0,300,203.0,9947.0,doing_good
KELVIN,990.40,26.0,200,174.0,9918.0,making_progress
KELVIN,470.38,26.0,200,174.0,9918.0,making_progress
KELVIN,990.46,26.0,200,174.0,9918.0,making_progress
GEANA,105NS,0.0,100,100.0,9900.0,okay
GEANA,932.NS,0.0,100,100.0,9900.0,okay
GEANA,580.NS,0.0,100,100.0,9900.0,okay
GEANA,670.NS,0.0,100,100.0,9900.0,okay
SHELLY,940.2XS.,1.0,100,99.0,9899.01,okay
SHELLY,910.XS.,1.0,100,99.0,9899.01,okay
ALIE,340.M,1.0,100,99.0,9899.01,okay
KATEY CROSSBODY,990.NS,1.0,100,99.0,9899.01,okay
ALIE,340.XS,1.0,100,99.0,9899.01,okay
MALENA,122.L.,1.0,100,99.0,9899.01,okay
ALIE,340.L,1.0,100,99.0,9899.01,okay
SUKI,990.38.,1.0,100,99.0,9899.01,okay
UMA MINI TOTE,856.NS,1.0,100,99.0,9899.01,okay
ALIE,340.2XL,1.0,100,99.0,9899.01,okay
ALIE,990.3XS,1.0,100,99.0,9899.01,okay
ALIE,990.M,1.0,100,99.0,9899.01,okay
DRIELLE,620.3XS,1.0,100,99.0,9899.01,okay
ALIE,990.2XS,1.0,100,99.0,9899.01,okay
ALIE,340.2XS,1.0,100,99.0,9899.01,okay
SHELLY,910.M.,1.0,100,99.0,9899.01,okay
RAMONA CROSSBODY,821.NS,1.0,100,99.0,9899.01,okay
FALLON BACKPACK,114.NS,1.0,100,99.0,9899.01,okay
CLAUDIA TOTE,990.NS.,1.0,100,99.0,9899.01,okay
DRIELLE,620.L,1.0,100,99.0,9899.01,okay
KATEY CROSSBODY,620.NS,1.0,100,99.0,9899.01,okay
CONNI,116.2XL,1.0,100,99.0,9899.01,okay
SUKI,990.41.,1.0,100,99.0,9899.01,okay
ALIE,340.3XS,1.0,100,99.0,9899.01,okay
TRUDY,120.36.,1.0,100,99.0,9899.01,okay
NAVI,990.00,1.0,100,99.0,9899.01,okay
TRUDY,120.40.,1.0,100,99.0,9899.01,okay
MALENA,122.M.,1.0,100,99.0,9899.01,okay
NAVI,990.08,1.0,100,99.0,9899.01,okay
KELVIN,350.40,27.0,200,173.0,9861.0,making_progress
KELVIN,990.48,27.0,200,173.0,9861.0,making_progress
JODELLE CARDHOLDER,622NS,99.0,300,201.0,9849.0,doing_good
GEANA,990.NS,1.0,100,99.0,9801.0,okay
SHELLY,940.L.,2.0,100,98.0,9799.019999999999,okay
JOLI,810.XL,2.0,100,98.0,9799.019999999999,okay
KATEY CLUTCH,620.NS,2.0,100,98.0,9799.019999999999,okay
ALIE,990.L,2.0,100,98.0,9799.019999999999,okay
ELYNE,922.NS,2.0,100,98.0,9799.019999999999,okay
PHILIPA FRT FLAP SHOULDER BAG,936.NS,2.0,100,98.0,9799.019999999999,okay
ALIE,340.XL,2.0,100,98.0,9799.019999999999,okay
CONNI,116.XL,2.0,100,98.0,9799.019999999999,okay
SHELLY,910.L.,2.0,100,98.0,9799.019999999999,okay
KELVIN,350.42,29.0,200,171.0,9747.0,making_progress
GEANA,340.NS,2.0,100,98.0,9702.0,okay
TRAVELPRO LUGGAGE CASE,805.NS,2.0,100,98.0,9702.0,okay
RENATA,990.XS,0.0,100,100.0,9700.0,okay
VIDA,990M,0.0,100,100.0,9700.0,okay
MAXYM,990.XL,0.0,100,100.0,9700.0,okay
MAXYM,990.XS,0.0,100,100.0,9700.0,okay
RENATA,990.S,0.0,100,100.0,9700.0,okay
RENATA,990.L,0.0,100,100.0,9700.0,okay
RENATA,990.XL,0.0,100,100.0,9700.0,okay
SHELLY,910.2XL.,3.0,100,97.0,9699.029999999999,okay
JOLI,116.XL,3.0,100,97.0,9699.029999999999,okay
SHELLY,910.XL.,3.0,100,97.0,9699.029999999999,okay
ALIE,990.XL,3.0,100,97.0,9699.029999999999,okay
RIAHN,990.3XS,3.0,100,97.0,9699.029999999999,okay
MALENA,122.2XS.,3.0,100,97.0,9699.029999999999,okay
JODELLE CARDHOLDER,990.NS,104.0,300,196.0,9604.0,doing_good
LELAND,853.NS,104.0,300,196.0,9604.0,doing_good
HARPER CROSSBODY,870.NS.,3.0,100,97.0,9603.0,okay
HARPER CROSSBODY,990.NS.,3.0,100,97.0,9603.0,okay
VIDA,990L,1.0,100,99.0,9603.0,okay
JODIE,990.XS.,1.0,100,99.0,9603.0,okay
MAXYM,990.L,1.0,100,99.0,9603.0,okay
SHELLY,940.XL.,4.0,100,96.0,9599.039999999999,okay
ANISE CARDHOLDER,830.NS.,54.0,300,246.0,9594.0,doing_good
ANISE CARDHOLDER,823.NS.,55.0,300,245.0,9555.0,doing_good
ANISE CARDHOLDER,990.NS.,56.0,300,244.0,9516.0,doing_good
ANISE CARDHOLDER,545.NS.,56.0,300,244.0,9516.0,doing_good
VIDA,990XS,2.0,100,98.0,9506.0,okay
JOHAN,990.XL,2.0,100,98.0,9506.0,okay
MERRICK,870.XS.,2.0,100,98.0,9506.0,okay
ORIANA,120.37.,4.0,100,96.0,9504.0,okay
ORIANA,120.36.,4.0,100,96.0,9504.0,okay
MALENA,122.3XS.,5.0,100,95.0,9499.05,okay
KIMBER,620.NS,5.0,100,95.0,9499.05,okay
LELAND,870.NS,107.0,300,193.0,9457.0,doing_good
ODIN WALLET,580.NS.,58.0,300,242.0,9438.0,doing_good
VIVIAN,990.L.,58.0,300,242.0,9438.0,doing_good
HUDSON,870.M,3.0,100,97.0,9409.0,okay
MAXYM,990.S,3.0,100,97.0,9409.0,okay
JOHAN,990.XS.,3.0,100,97.0,9409.0,okay
VIDA,990XL,3.0,100,97.0,9409.0,okay
HUDSON,870.XS,3.0,100,97.0,9409.0,okay
ORIANA,120.39.,5.0,100,95.0,9405.0,okay
ORIANA,990.36.,5.0,100,95.0,9405.0,okay
ORIANA,990.40.,5.0,100,95.0,9405.0,okay
ORIANA,990.37.,5.0,100,95.0,9405.0,okay
ORIANA,120.40.,5.0,100,95.0,9405.0,okay
