Sum of Quantity,Style,Item No_,Season Code,Item Description,Variant Color,Variant Code,Item Barcode,Selling Price,Location Code,100.0,103.0,105.0,106.0,108.0,109.0,113.0,114.0,116.0,117.0,201.0,251.0,301.0,302.0,401.0,501.0,551.0,TRUCK,Grand Total
20-10-20,BOSTON REVERSIBLE HOODIE,102793,FA26,BOSTON - REVERSIBLE LEATHER & NYLON BOMBER W/HOOD,COGNAC/NAVY,731.L.,0135729111111,677,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,20
20-10-20,BOSTON REVERSIBLE HOODIE,102793,FA26,BOSTON - REVERSIBLE LEATHER & NYLON BOMBER W/HOOD,COGNAC/NAVY,731.M.,0135729111110,677,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,24
20-10-20,BOSTON REVERSIBLE HOODIE,102793,FA26,BOSTON - REVERSIBLE LEATHER & NYLON BOMBER W/HOOD,COGNAC/NAVY,731.S.,0135729111109,677,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,0,18
20-10-20,BOSTON REVERSIBLE HOODIE,102793,FA26,BOSTON - REVERSIBLE LEATHER & NYLON BOMBER W/HOOD,COGNAC/NAVY,731.XL.,0135729111108,677,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,,0.0,1.0,1.0,0,13
20-10-20,BOSTON REVERSIBLE HOODIE,102793,FA26,BOSTON - REVERSIBLE LEATHER & NYLON BOMBER W/HOOD,COGNAC/NAVY,731.XS.,0135729111107,677,0.0,3.0,,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,0,9
20-10-20,CARTER,100589,FA24,CARTER - JACKET W/ DETACHABLE VEST ZIP FRT - 80841,BLACK,990.S,0135729101113,449,1.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,0,21
20-10-20,CARTER,100589,FA24,CARTER - JACKET W/ DETACHABLE VEST ZIP FRT - 80841,BLACK,990.M,0135729101114,449,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,1.0,0.0,1.0,,0,6
20-10-20,CARTER,100589,FA24,CARTER - JACKET W/ DETACHABLE VEST ZIP FRT - 80841,BLACK,990.L,0135729101115,449,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,,0,3
20-10-20,CARTER,100589,FA24,CARTER - JACKET W/ DETACHABLE VEST ZIP FRT - 80841,BLACK,990.XL,0135729101112,449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,,0,1
20-10-20,CARTER,100589,FA24,CARTER - JACKET W/ DETACHABLE VEST ZIP FRT - 80841,BLACK,990.2XL,0135729101116,449,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0,1
20-10-20,CARTER,100589,FA24,CARTER - JACKET W/ DETACHABLE VEST ZIP FRT - 80841,WHISKEY,7332XL,0135729103845,449,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,8
20-10-20,CARTER,100589,FA24,CARTER - JACKET W/ DETACHABLE VEST ZIP FRT - 80841,WHISKEY,733L,0135729103844,449,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,19
20-10-20,CARTER,100589,FA24,CARTER - JACKET W/ DETACHABLE VEST ZIP FRT - 80841,WHISKEY,733M,0135729103843,449,19.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0,38
20-10-20,CARTER,100589,FA24,CARTER - JACKET W/ DETACHABLE VEST ZIP FRT - 80841,WHISKEY,733S,0135729103842,449,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0,27
20-10-20,CARTER,100589,FA24,CARTER - JACKET W/ DETACHABLE VEST ZIP FRT - 80841,WHISKEY,733XL,0135729103841,449,0.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0,17
20-10-20,CARTER,100589,FA24,CARTER - JACKET W/ DETACHABLE VEST ZIP FRT - 80841,WHISKEY,733XS,0135729103840,449,0.0,1.0,,,,1.0,,,,,,,,,1.0,,,,0,3
20-10-20,DARIO,102669,FA25,DARIO - JACKET WITH DETACHABLE LINER & ZIP FRONT,BLACK,990.XS.,0135729110167,229.99,0.0,0.0,,1.0,,,,,,,0.0,,,0.0,1.0,,,,0,2
20-10-20,DARIO,102669,FA25,DARIO - JACKET WITH DETACHABLE LINER & ZIP FRONT,BLACK,990.S.,0135729110169,229.99,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,,0,2
20-10-20,DARIO,102669,FA25,DARIO - JACKET WITH DETACHABLE LINER & ZIP FRONT,BLACK,990.M.,0135729110170,229.99,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,2
20-10-20,DARIO,102669,FA25,DARIO - JACKET WITH DETACHABLE LINER & ZIP FRONT,BLACK,990.L.,0135729110171,229.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
20-10-20,DARIO,102669,FA25,DARIO - JACKET WITH DETACHABLE LINER & ZIP FRONT,BLACK,990.XL.,0135729110168,229.99,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,5
20-10-20,DARIO,102669,FA25,DARIO - JACKET WITH DETACHABLE LINER & ZIP FRONT,BLACK,990.2XL.,0135729110173,229.99,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,1,4
20-10-20,DARIO,102669,FA25,DARIO - JACKET WITH DETACHABLE LINER & ZIP FRONT,BLACK,990.3XL.,0135729110172,229.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0,2
20-10-20,DAVE,102563,FA25,DAVE - PUFFER JACKET IN 2 FABRICS W/DETACH. HOOD ,BLACK,990.XS.,0135729109152,249.99,4.0,5.0,,1.0,,,,,,,1.0,0.0,,0.0,0.0,,,,0,11
20-10-20,DAVE,102563,FA25,DAVE - PUFFER JACKET IN 2 FABRICS W/DETACH. HOOD ,BLACK,990.S.,0135729109154,249.99,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,12
20-10-20,DAVE,102563,FA25,DAVE - PUFFER JACKET IN 2 FABRICS W/DETACH. HOOD ,BLACK,990.M.,0135729109155,249.99,23.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27
20-10-20,DAVE,102563,FA25,DAVE - PUFFER JACKET IN 2 FABRICS W/DETACH. HOOD ,BLACK,990.L.,0135729109156,249.99,14.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,23
20-10-20,DAVE,102563,FA25,DAVE - PUFFER JACKET IN 2 FABRICS W/DETACH. HOOD ,BLACK,990.XL.,0135729109153,249.99,20.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27
20-10-20,DAVE,102563,FA25,DAVE - PUFFER JACKET IN 2 FABRICS W/DETACH. HOOD ,BLACK,990.2XL.,0135729109158,249.99,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,0.0,0.0,0.0,0,22
20-10-20,DAVE,102563,FA25,DAVE - PUFFER JACKET IN 2 FABRICS W/DETACH. HOOD ,BLACK,990.3XL.,0135729109157,249.99,5.0,1.0,,0.0,0.0,,,,,,1.0,0.0,0.0,,,0.0,,0.0,0,7
20-10-20,DENZELL ,102339,FA25,DENZELL - SHEARLING JACKET W/ BUTTON FRONT,COGNAC,730.S,0135729107121,1299.99,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,1,12
20-10-20,DENZELL ,102339,FA25,DENZELL - SHEARLING JACKET W/ BUTTON FRONT,COGNAC,730.M,0135729107122,1299.99,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1,23
20-10-20,DENZELL ,102339,FA25,DENZELL - SHEARLING JACKET W/ BUTTON FRONT,COGNAC,730.L,0135729107123,1299.99,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1,21
20-10-20,DENZELL ,102339,FA25,DENZELL - SHEARLING JACKET W/ BUTTON FRONT,COGNAC,730.XL,0135729107124,1299.99,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,20
20-10-20,DENZELL ,102339,FA25,DENZELL - SHEARLING JACKET W/ BUTTON FRONT,COGNAC,730.2XL,0135729107125,1299.99,9.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,,2,14
20-10-20,DENZELL ,102339,FA25,DENZELL - SHEARLING JACKET W/ BUTTON FRONT,DARK TAUPE,820.S,0135729107128,1299.99,2.0,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,0,2
20-10-20,DENZELL ,102339,FA25,DENZELL - SHEARLING JACKET W/ BUTTON FRONT,DARK TAUPE,820.M,0135729107129,1299.99,3.0,0.0,,0.0,,,,0.0,,,0.0,0.0,,,,0.0,,,0,3
20-10-20,DENZELL ,102339,FA25,DENZELL - SHEARLING JACKET W/ BUTTON FRONT,DARK TAUPE,820.L,0135729107130,1299.99,8.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,0,8
20-10-20,DENZELL ,102339,FA25,DENZELL - SHEARLING JACKET W/ BUTTON FRONT,DARK TAUPE,820.XL,0135729107131,1299.99,3.0,0.0,,0.0,,,,0.0,,,,0.0,,,,0.0,,,0,3
20-10-20,DENZELL ,102339,FA25,DENZELL - SHEARLING JACKET W/ BUTTON FRONT,DARK TAUPE,820.2XL,0135729107132,1299.99,1.0,0.0,,0.0,,,,,,,0.0,0.0,,,,0.0,,,0,1
20-10-20,DUTTON,102552,SP24,DUTTON - JACKET W/FLAP CHEST POCKETS & BUTTON FRT,BLACK,990.2XL.,0135729109106,188.88,0.0,,1.0,0.0,1.0,0.0,,0.0,0.0,,1.0,0.0,,1.0,0.0,0.0,,,0,4
20-10-20,DUTTON,102552,SP24,DUTTON - JACKET W/FLAP CHEST POCKETS & BUTTON FRT,BLACK,990.3XL.,0135729109105,188.88,0.0,,1.0,1.0,1.0,0.0,,0.0,0.0,,-1.0,0.0,,,,0.0,,,0,2
20-10-20,DUTTON,102552,SP24,DUTTON - JACKET W/FLAP CHEST POCKETS & BUTTON FRT,RED,620.2XL.,0135729109099,188.88,0.0,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
20-10-20,DUTTON,102552,SP24,DUTTON - JACKET W/FLAP CHEST POCKETS & BUTTON FRT,RED,620.3XL.,0135729109098,188.88,0.0,,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,2
20-10-20,FRANK,102650,FA25,FRANK - BLAZER STYLE JACKET,BLACK,990.S,0135729110004,499,0.0,3.0,1.0,0.0,1.0,1.0,,,,0.0,,,,1.0,1.0,1.0,,,0,9
20-10-20,FRANK,102650,FA25,FRANK - BLAZER STYLE JACKET,BLACK,990.M,0135729110005,499,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0,0.0,0.0,1.0,2,9
20-10-20,FRANK,102650,FA25,FRANK - BLAZER STYLE JACKET,BLACK,990.L,0135729110006,499,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,,0.0,,1.0,0.0,1.0,0.0,0.0,2,15
20-10-20,FRANK,102650,FA25,FRANK - BLAZER STYLE JACKET,BLACK,990.XL,0135729110003,499,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,1,8
20-10-20,FRANK,102650,FA25,FRANK - BLAZER STYLE JACKET,BLACK,990.2XL,0135729110008,499,0.0,1.0,,0.0,0.0,,1.0,0.0,,,,1.0,,,,,0.0,0.0,0,3
20-10-20,GEORGE,102660,FA25,GEORGE - JACKET W/DETACH FAUX FUR BIB & BUTTON FRT,BLACK,990.XS.,0135729110073,349,0.0,1.0,,0.0,,1.0,,,,,0.0,,,1.0,0.0,,,,0,3
20-10-20,GEORGE,102660,FA25,GEORGE - JACKET W/DETACH FAUX FUR BIB & BUTTON FRT,BLACK,990.S.,0135729110075,349,2.0,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0,4
20-10-20,GEORGE,102660,FA25,GEORGE - JACKET W/DETACH FAUX FUR BIB & BUTTON FRT,BLACK,990.M.,0135729110076,349,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,6
20-10-20,GEORGE,102660,FA25,GEORGE - JACKET W/DETACH FAUX FUR BIB & BUTTON FRT,BLACK,990.XL.,0135729110074,349,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0,1
20-10-20,GEORGE,102660,FA25,GEORGE - JACKET W/DETACH FAUX FUR BIB & BUTTON FRT,BLACK,990.2XL.,0135729110079,349,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,0.0,1.0,0.0,0,8
20-10-20,JARRET,101880,FA26,JARRET - JACKET W/ZIP-OUT BIB & SINGLE BREASTED,BLACK,990S,0135729103109,299.99,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,0,6
20-10-20,JARRET,101880,FA26,JARRET - JACKET W/ZIP-OUT BIB & SINGLE BREASTED,BLACK,990M,0135729103110,299.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,4
20-10-20,JARRET,101880,FA26,JARRET - JACKET W/ZIP-OUT BIB & SINGLE BREASTED,BLACK,990L,0135729103111,299.99,0.0,3.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4
20-10-20,JARRET,101880,FA26,JARRET - JACKET W/ZIP-OUT BIB & SINGLE BREASTED,BLACK,990XL,0135729103108,299.99,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,12
20-10-20,JARRET,101880,FA26,JARRET - JACKET W/ZIP-OUT BIB & SINGLE BREASTED,BLACK,9902XL,0135729103112,299.99,8.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1,22
20-10-20,JARRET,101880,FA26,JARRET - JACKET W/ZIP-OUT BIB & SINGLE BREASTED,BLACK,990.3XL.,0135729109848,299.99,0.0,0.0,1.0,1.0,0.0,0.0,,,,,1.0,2.0,0.0,,,1.0,0.0,0.0,0,6
20-10-20,JARRON,102385,FA24,JARRON - JACKET W/HIDDEN PLACKET & MULTI. PKTS ,BLACK,990.XS,0135729107245,299.99,0.0,2.0,0.0,1.0,0.0,,,0.0,0.0,,,1.0,,,1.0,0.0,,,0,5
20-10-20,JARRON,102385,FA24,JARRON - JACKET W/HIDDEN PLACKET & MULTI. PKTS ,BLACK,990.S,0135729107246,299.99,0.0,5.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,1.0,,1.0,1.0,1.0,0.0,,0,10
20-10-20,JARRON,102385,FA24,JARRON - JACKET W/HIDDEN PLACKET & MULTI. PKTS ,BLACK,990.M,0135729107247,299.99,1.0,3.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,1.0,1.0,0.0,,0,7
20-10-20,JARRON,102385,FA24,JARRON - JACKET W/HIDDEN PLACKET & MULTI. PKTS ,BLACK,990.L,0135729107248,299.99,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,3
20-10-20,JARRON,102385,FA24,JARRON - JACKET W/HIDDEN PLACKET & MULTI. PKTS ,BLACK,990.XL,0135729107249,299.99,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,1,1
20-10-20,JARRON,102385,FA24,JARRON - JACKET W/HIDDEN PLACKET & MULTI. PKTS ,BLACK,990.2XL,0135729107250,299.99,0.0,3.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,4
20-10-20,JEREMY,102631,FA25,JEREMY - BIKER JACKET W/SLANTED ZIP CHEST POCKET ,BLACK,990.L.,0135729109797,198.99,0.0,,,,,,,,,,0.0,0.0,,,,1.0,,,0,1
20-10-20,JEREMY,102631,FA25,JEREMY - BIKER JACKET W/SLANTED ZIP CHEST POCKET ,BLACK,990.2XL.,0135729109799,198.99,0.0,,,,,,,,,,0.0,,,,,1.0,,,0,1
20-10-20,KAYDEN,102252,FA25,KAYDEN - WOOL JACKET W/DETACHABLE HOOD,BLACK/GREY,916.XS,0135729108681,199.99,0.0,1.0,0.0,1.0,0.0,,,,0.0,,1.0,,,0.0,0.0,1.0,,,0,4
20-10-20,KAYDEN,102252,FA25,KAYDEN - WOOL JACKET W/DETACHABLE HOOD,BLACK/GREY,916.M,0135729108684,199.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
20-10-20,KAYDEN,102252,FA25,KAYDEN - WOOL JACKET W/DETACHABLE HOOD,BLACK/GREY,916.L,0135729108685,199.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,4
20-10-20,KAYDEN,102252,FA25,KAYDEN - WOOL JACKET W/DETACHABLE HOOD,BLACK/GREY,916.XL,0135729108682,199.99,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1,12
20-10-20,KAYDEN,102252,FA25,KAYDEN - WOOL JACKET W/DETACHABLE HOOD,BLACK/GREY,916.2XL,0135729108688,199.99,6.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,1.0,0.0,0.0,0,16
20-10-20,KAYDEN,102252,FA25,KAYDEN - WOOL JACKET W/DETACHABLE HOOD,BLACK/GREY,916.3XL.,0135729108851,199.99,2.0,4.0,0.0,1.0,1.0,,,0.0,0.0,,1.0,1.0,0.0,,,1.0,,,0,11
20-10-20,KAYDEN,102252,FA25,KAYDEN - WOOL JACKET W/DETACHABLE HOOD,OLIVE,350.XL,0135729106385,199.99,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,0.0,0.0,0.0,0.0,0.0,0,6
20-10-20,KAYDEN,102252,FA25,KAYDEN - WOOL JACKET W/DETACHABLE HOOD,OLIVE,350.2XL,0135729106390,199.99,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,0.0,0.0,0.0,0.0,0.0,0,9
20-10-20,KAYDEN,102252,FA25,KAYDEN - WOOL JACKET W/DETACHABLE HOOD,OLIVE,350.3XL,0135729106389,199.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,0,1
20-10-20,LEDGER,101666,FA26,LEDGER - SHEEPSKIN COLLAR JACKET W/CHEST POCKETS,BLACK,990.XS,0135729101236,449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,,,,0,2
20-10-20,LEDGER,101666,FA26,LEDGER - SHEEPSKIN COLLAR JACKET W/CHEST POCKETS,BLACK,990.S,0135729101238,449,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0,4
20-10-20,LEDGER,101666,FA26,LEDGER - SHEEPSKIN COLLAR JACKET W/CHEST POCKETS,BLACK,990.M,0135729101239,449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,1.0,0,1
20-10-20,LEDGER,101666,FA26,LEDGER - SHEEPSKIN COLLAR JACKET W/CHEST POCKETS,BLACK,990.2XL,0135729101241,449,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0,1
20-10-20,LEDGER,101666,FA26,LEDGER - SHEEPSKIN COLLAR JACKET W/CHEST POCKETS,BLACK,990.3XL,0135729104936,449,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0,5
20-10-20,LENNARD,102371,FA24,LENNARD - JACKET W/ZIP-OUT BIB & FAUX FUR TRIM,BLACK,990.S,0135729107331,249.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,1
20-10-20,MIKEY,102661,FA25,MIKEY - JACKET W/DETACH FAUX FUR BIB & STAND COL.,BLACK,990.S.,0135729110082,249.99,0.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,0,3
20-10-20,MIKEY,102661,FA25,MIKEY - JACKET W/DETACH FAUX FUR BIB & STAND COL.,BLACK,990.M.,0135729110083,249.99,3.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0,18
20-10-20,MIKEY,102661,FA25,MIKEY - JACKET W/DETACH FAUX FUR BIB & STAND COL.,BLACK,990.L.,0135729110084,249.99,0.0,5.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1,11
20-10-20,MIKEY,102661,FA25,MIKEY - JACKET W/DETACH FAUX FUR BIB & STAND COL.,BLACK,990.XL.,0135729110081,249.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2
20-10-20,MIKEY,102661,FA25,MIKEY - JACKET W/DETACH FAUX FUR BIB & STAND COL.,BLACK,990.2XL.,0135729110086,249.99,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,6
20-10-20,MIKEY,102661,FA25,MIKEY - JACKET W/DETACH FAUX FUR BIB & STAND COL.,BROWN,870.S.,0135729110089,249.99,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,,0,3
20-10-20,MIKEY,102661,FA25,MIKEY - JACKET W/DETACH FAUX FUR BIB & STAND COL.,BROWN,870.M.,0135729110090,249.99,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2,10
20-10-20,MIKEY,102661,FA25,MIKEY - JACKET W/DETACH FAUX FUR BIB & STAND COL.,BROWN,870.L.,0135729110091,249.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3
20-10-20,MIKEY,102661,FA25,MIKEY - JACKET W/DETACH FAUX FUR BIB & STAND COL.,BROWN,870.XL.,0135729110088,249.99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,3
20-10-20,MIKEY,102661,FA25,MIKEY - JACKET W/DETACH FAUX FUR BIB & STAND COL.,BROWN,870.2XL.,0135729110093,249.99,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,2.0,0,8
20-10-20,MYKEL,102100,FA24,MYKEL - JACKET W/DETACHABLE FAUX FUR-LINED BIB ,DARK BROWN,890.S,0135729104613,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,1.0,,0,1
20-10-20,NIKOLAS,101828,FA26,NIKOLAS - JACKET W/FRONT PLACKET & STORM CUFFS,BLACK,990.XS,0135729102388,399,0.0,0.0,,0.0,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,,1.0,0,6
20-10-20,NIKOLAS,101828,FA26,NIKOLAS - JACKET W/FRONT PLACKET & STORM CUFFS,BLACK,990.S,0135729102390,399,2.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,,1.0,1.0,0.0,0.0,1.0,0,16
20-10-20,NIKOLAS,101828,FA26,NIKOLAS - JACKET W/FRONT PLACKET & STORM CUFFS,BLACK,990.M,0135729102391,399,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0,4
20-10-20,NIKOLAS,101828,FA26,NIKOLAS - JACKET W/FRONT PLACKET & STORM CUFFS,MAHOGANY,851.XS,0135729104273,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,0.0,0.0,,,,0,1
20-10-20,NIKOLAS,101828,FA26,NIKOLAS - JACKET W/FRONT PLACKET & STORM CUFFS,MAHOGANY,851.S,0135729104275,399,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,0.0,,0,9
20-10-20,NIKOLAS,101828,FA26,NIKOLAS - JACKET W/FRONT PLACKET & STORM CUFFS,MAHOGANY,851.M,0135729104276,399,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,,0,3
